"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18031","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-08-19","broken","2026-08-19","","test_empty_accounts","",""
"","22489","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-08-19","broken","2026-08-19","","test_create_account_only_with_icon","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-08-19","broken","2026-08-19","","test_change_name","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"WAL-T442: Регистрация через уже использованную почту","12994","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-08-19","skipped","2026-08-19","TestWebRegistration","test_registration","",""
"WAL-T148: Начальная страница регистрации","8746","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-08-19","passed","2026-08-19","TestWebRegistration","test_registration","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","9039","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-19","passed","2026-08-19","TestWebRegistration","test_registration","",""
"","22842","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-19","broken","2026-08-19","","test_create_account_no_balance","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11655","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-08-19","passed","2026-08-19","TestWebRegistration","test_registration","",""
"","79998","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-08-19","broken","2026-08-19","","test_account_name_too_long","",""
"","22342","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-08-19","broken","2026-08-19","","test_create_account_max_balance","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","8873","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-08-19","passed","2026-08-19","TestWebRegistration","test_registration","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"WAL-T132: Проверка регистрации через соц сети","35903","test_wal_t132_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-08-19","broken","2026-08-19","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","9073","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-08-19","passed","2026-08-19","TestWebRegistration","test_registration","",""
"","16414","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-08-19","passed","2026-08-19","","test_login","",""
"","18457","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-08-19","failed","2026-08-19","","test_account_empty_state_visual","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-08-19","broken","2026-08-19","","test_delete_account","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","9182","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-19","passed","2026-08-19","TestWebRegistration","test_registration","",""
"","0","test_required_fields_validation_on_account_creation[https://profinansy.ru]","tests.debit_accounts.creation","2026-08-19","broken","2026-08-19","","test_account_required_fields","",""
