"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52956","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-08-21","broken","2026-08-21","","test_create_account_only_with_icon","",""
"","5251","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-08-21","passed","2026-08-21","","test_empty_accounts","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","10076","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"Проверка регистрации через Макс (в новой вкладке)","10207","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-08-21","broken","2026-08-21","","test_delete_account","",""
"","26571","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-08-21","passed","2026-08-21","","test_create_account_max_balance","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"WAL-T232: Проверка регистрации через соц сети","13749","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","20913","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-08-21","broken","2026-08-21","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","13240","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-08-21","skipped","2026-08-21","TestWebRegistration","test_registration","",""
"Проверка регистрации через Яндекс (в новом окне)","12542","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-08-21","broken","2026-08-21","","test_change_name","",""
"","20782","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-08-21","passed","2026-08-21","","test_account_name_too_long","",""
"","20377","test_required_fields_validation_on_account_creation[https://profinansy.ru]","tests.debit_accounts.creation","2026-08-21","broken","2026-08-21","","test_account_required_fields","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","10506","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"","52742","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-21","broken","2026-08-21","","test_create_account_no_balance","",""
"","11619","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-08-21","broken","2026-08-21","","test_login","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","8218","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","13015","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"","5935","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-08-21","failed","2026-08-21","","test_account_empty_state_visual","",""
"WAL-T148: Начальная страница регистрации","10209","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","9790","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
