"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22786","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-07-20","failed","2026-07-20","","test_account_empty_state_visual","",""
"","6310","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","22589","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-07-20","broken","2026-07-20","TestWebRegistration","test_registration","",""
"","18992","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","31341","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_empty_accounts","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"","0","4. Динамическое обновление сумм на карточках счетов без перезагрузки страницы после создания транзакции накопления","tests.accumulation_accounts.transactions","2026-09-15","broken","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","22224","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-07-20","broken","2026-07-20","TestWebRegistration","test_registration","",""
"","0","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.accumulation_accounts.transactions","2026-09-15","broken","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_delete_account","",""
"","7455","5. Проверка корректности баланса 'Всего денег' без перезагрузки страницы после создания транзакции накопления","","2026-09-15","passed","2026-09-15","","","",""
"","19096","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-07-20","passed","2026-07-20","","test_login","",""
"","34439","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_create_account_no_balance","",""
"","612510","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.accumulation_accounts.transactions","2026-09-15","broken","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","34761","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_create_account_only_with_icon","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","30225","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-07-20","broken","2026-07-20","TestWebRegistration","test_registration","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-07-20","broken","2026-07-20","","test_change_name","",""
"","36432","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_create_account_max_balance","",""
"WAL-T442: Регистрация через уже использованную почту","22760","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-07-20","broken","2026-07-20","TestWebRegistration","test_registration","",""
"","21118","4. Динамическое обновление сумм на карточках счетов без перезагрузки страницы после создания транзакции накопления","tests.accumulation_accounts.transactions","2026-09-15","failed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","39392","test_required_fields_validation_on_account_creation[https://profinansy.ru]","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_account_required_fields","",""
"","19009","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","22451","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-07-20","broken","2026-07-20","TestWebRegistration","test_registration","",""
"","185206","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","22866","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-07-20","broken","2026-07-20","TestWebRegistration","test_registration","",""
"","36735","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_account_name_too_long","",""
