"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32433","7. Удаление накопительного счета: отмена транзакции, возврат дебетового баланса и очистка аналитики","tests.transactions","2026-09-17","broken","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","15272","test_user_can_login_successfully[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","","test_login","",""
"WAL-T148: Начальная страница регистрации","9596","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"Проверка регистрации через Макс (в новой вкладке)","9374","test_registration_via_max[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","18112","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T232: Проверка регистрации через соц сети","9772","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","3300","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","8351","test_wal_t305_cyrillic_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","651","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_empty_accounts","",""
"","5454","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_account_required_fields","",""
"","3265","[WAL-T519] Создание транзакции на расход с новым типом расхода","tests.transactions.expenses","2026-09-17","broken","2026-09-17","","test_create_expense_transaction_with_new_type","",""
"","5101","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_account_required_fields","",""
"WAL-T148: Начальная страница регистрации","7894","test_wal_t148_initial_registration_page[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","7398","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","642","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://frontend.qa.profinansy.dev]","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_empty_accounts","",""
"","3326","[WAL-T519] Создание транзакции на расход с новым типом расхода","tests.transactions.expenses","2026-09-17","broken","2026-09-17","","test_create_expense_transaction_with_new_type","",""
"","6447","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-17","passed","2026-09-17","","test_change_name","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","8665","test_wal_t302_email_with_leading_space[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"Проверка регистрации через Макс (в новой вкладке)","8812","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","12350","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_create_account_only_with_icon","",""
"","5830","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_create_account_no_balance","",""
"","6020","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_create_account_no_balance","",""
"","16359","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","","test_login","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","10332","test_wal_t301_registration_flow[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","3715","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","32118","6. Удаление дебетового счета: отмена транзакции, возврат баланса и очистка аналитики","tests.transactions","2026-09-17","broken","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","5804","[WAL-T518] Проверка полей формы создания транзакции на расход и ошибки при незаполненных обязательных полях","tests.transactions.expenses","2026-09-17","passed","2026-09-17","","test_create_expense_transaction_validation","",""
"","19467","4. Динамическое обновление сумм на карточках счетов без перезагрузки страницы после создания транзакции накопления","tests.transactions","2026-09-17","broken","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","8745","test_wal_t303_empty_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","9312","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_create_account_max_balance","",""
"","1751","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-09-17","failed","2026-09-17","","test_account_empty_state_visual","",""
"","1834","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_account_empty_state_visual","",""
"Проверка регистрации через Яндекс (в новом окне)","10577","test_registration_via_yandex[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","15506","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-09-17","skipped","2026-09-17","TestWebRegistration","test_registration","",""
"","19485","4. Динамическое обновление сумм на карточках счетов без перезагрузки страницы после создания транзакции накопления","tests.transactions","2026-09-17","broken","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","6664","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-17","passed","2026-09-17","","test_change_name","",""
"","7712","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_delete_account","",""
"WAL-T232: Проверка регистрации через соц сети","9730","test_wal_t232_registration_via_social_networks[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","8580","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","185507","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"WAL-T442: Регистрация через уже использованную почту","14746","test_wal_t442_already_used_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","skipped","2026-09-17","TestWebRegistration","test_registration","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","9006","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","11825","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","7713","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_delete_account","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","13399","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","8585","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","9383","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_create_account_max_balance","",""
"","18471","5. Проверка корректности баланса 'Всего денег' без перезагрузки страницы после создания транзакции накопления","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","32567","6. Удаление дебетового счета: отмена транзакции, возврат баланса и очистка аналитики","tests.transactions","2026-09-17","broken","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"","4770","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_account_name_too_long","",""
"","5173","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_account_name_too_long","",""
"","5325","[WAL-T518] Проверка полей формы создания транзакции на расход и ошибки при незаполненных обязательных полях","tests.transactions.expenses","2026-09-17","passed","2026-09-17","","test_create_expense_transaction_validation","",""
"Проверка регистрации через Telegram","10811","test_registration_via_tg[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","11748","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-09-17","passed","2026-09-17","","test_create_account_only_with_icon","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","9564","test_wal_t304_email_without_at_symbol[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","31760","7. Удаление накопительного счета: отмена транзакции, возврат дебетового баланса и очистка аналитики","tests.transactions","2026-09-17","broken","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","184323","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"Проверка регистрации через Яндекс (в новом окне)","11097","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-09-17","passed","2026-09-17","TestWebRegistration","test_registration","",""
"","18389","5. Проверка корректности баланса 'Всего денег' без перезагрузки страницы после создания транзакции накопления","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
"","18117","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.transactions","2026-09-17","passed","2026-09-17","TestAccumulationTransfers","test_accumulation_transfers","",""
