"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-08-21","broken","2026-08-21","","test_change_name","",""
"Проверка регистрации через Макс (в новой вкладке)","12671","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","18938","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-08-21","broken","2026-08-21","TestWebRegistration","test_registration","",""
"","5183","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-08-21","passed","2026-08-21","","test_empty_accounts","",""
"","21445","test_required_fields_validation_on_account_creation[https://profinansy.ru]","tests.debit_accounts.creation","2026-08-21","broken","2026-08-21","","test_account_required_fields","",""
"","53416","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-08-21","broken","2026-08-21","","test_create_account_only_with_icon","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"","53463","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-08-21","broken","2026-08-21","","test_account_name_too_long","",""
"","13486","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-08-21","broken","2026-08-21","","test_login","",""
"WAL-T442: Регистрация через уже использованную почту","12315","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-08-21","skipped","2026-08-21","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","9525","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"","3846","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-08-21","passed","2026-08-21","","test_delete_account","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"","22671","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-21","passed","2026-08-21","","test_create_account_no_balance","",""
"WAL-T148: Начальная страница регистрации","9337","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","9520","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"","53456","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-08-21","broken","2026-08-21","","test_create_account_max_balance","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","9612","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","15963","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"WAL-T232: Проверка регистрации через соц сети","18751","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"Проверка регистрации через Яндекс (в новом окне)","14036","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","9586","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-21","passed","2026-08-21","TestWebRegistration","test_registration","",""
"","6625","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-08-21","failed","2026-08-21","","test_account_empty_state_visual","",""
