"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16297","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-09-15","failed","2026-09-15","","test_account_name_too_long","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11778","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","9842","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","32220","6. Удаление дебетового счета: отмена транзакции, возврат баланса и очистка аналитики","tests.accumulation_accounts.transactions","2026-09-15","broken","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"Проверка регистрации через Яндекс (в новом окне)","10943","test_registration_via_yandex[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","15826","test_wal_t442_already_used_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","skipped","2026-09-15","TestWebRegistration","test_registration","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","9866","test_wal_t301_registration_flow[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-15","broken","2026-09-15","","test_change_name","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-09-15","failed","2026-09-15","","test_delete_account","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","8863","test_wal_t304_email_without_at_symbol[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","3788","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T148: Начальная страница регистрации","9053","test_wal_t148_initial_registration_page[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","7361","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","8357","test_wal_t305_cyrillic_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","11036","test_registration_via_tg[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","16264","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-09-15","failed","2026-09-15","","test_create_account_max_balance","",""
"Проверка регистрации через Яндекс (в новом окне)","12464","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"WAL-T232: Проверка регистрации через соц сети","10387","test_wal_t232_registration_via_social_networks[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","184254","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","16275","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-09-15","failed","2026-09-15","","test_account_required_fields","",""
"","13220","test_user_can_login_successfully[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","","test_login","",""
