"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка регистрации через Telegram","19500","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-08-23","broken","2026-08-23","TestWebRegistration","test_registration","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"","19617","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-08-23","passed","2026-08-23","","test_create_account_max_balance","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","9039","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-23","passed","2026-08-23","TestWebRegistration","test_registration","",""
"","7597","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-08-23","passed","2026-08-23","","test_account_required_fields","",""
"Проверка регистрации через Макс (в новой вкладке)","11044","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-08-23","passed","2026-08-23","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","13011","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-08-23","skipped","2026-08-23","TestWebRegistration","test_registration","",""
"Проверка регистрации через Яндекс (в новом окне)","11724","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-08-23","passed","2026-08-23","TestWebRegistration","test_registration","",""
"","15565","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-08-23","broken","2026-08-23","","test_empty_accounts","",""
"","7792","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-08-23","passed","2026-08-23","","test_account_name_too_long","",""
"","6135","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-08-23","failed","2026-08-23","","test_account_empty_state_visual","",""
"WAL-T232: Проверка регистрации через соц сети","11835","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-08-23","passed","2026-08-23","TestWebRegistration","test_registration","",""
"WAL-T148: Начальная страница регистрации","9454","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-08-23","passed","2026-08-23","TestWebRegistration","test_registration","",""
"","10314","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-08-23","broken","2026-08-23","","test_change_name","",""
"","12385","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-08-23","passed","2026-08-23","","test_create_account_only_with_icon","",""
"","3345","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-08-23","passed","2026-08-23","","test_delete_account","",""
"","9751","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-08-23","broken","2026-08-23","","test_login","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","9650","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-08-23","passed","2026-08-23","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","9469","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-08-23","passed","2026-08-23","TestWebRegistration","test_registration","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11913","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-08-23","passed","2026-08-23","TestWebRegistration","test_registration","",""
"","8910","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-23","passed","2026-08-23","","test_create_account_no_balance","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","9620","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-23","passed","2026-08-23","TestWebRegistration","test_registration","",""
