"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5198","test_required_fields_validation_on_account_creation[https://profinansy.ru]","tests.debit_accounts.creation","2026-08-20","broken","2026-08-20","","test_account_required_fields","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","10952","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-08-20","passed","2026-08-20","TestWebRegistration","test_registration","",""
"","5443","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-08-20","passed","2026-08-20","","test_account_name_too_long","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","8290","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-20","passed","2026-08-20","TestWebRegistration","test_registration","",""
"","7306","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-08-20","broken","2026-08-20","","test_login","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","8216","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-08-20","passed","2026-08-20","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","8107","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-08-20","passed","2026-08-20","TestWebRegistration","test_registration","",""
"WAL-T148: Начальная страница регистрации","8023","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-08-20","passed","2026-08-20","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","11356","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-08-20","skipped","2026-08-20","TestWebRegistration","test_registration","",""
"WAL-T232: Проверка регистрации через соц сети","10879","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-08-20","passed","2026-08-20","TestWebRegistration","test_registration","",""
"","4995","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-08-20","broken","2026-08-20","","test_empty_accounts","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-08-20","broken","2026-08-20","","test_delete_account","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","8263","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-20","passed","2026-08-20","TestWebRegistration","test_registration","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-08-20","broken","2026-08-20","","test_change_name","",""
"","8669","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-08-20","failed","2026-08-20","","test_create_account_max_balance","",""
"","5887","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-08-20","failed","2026-08-20","","test_account_empty_state_visual","",""
"Проверка регистрации через Яндекс (в новом окне)","11567","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-08-20","passed","2026-08-20","TestWebRegistration","test_registration","",""
"Проверка регистрации через Макс (в новой вкладке)","9143","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-08-20","passed","2026-08-20","TestWebRegistration","test_registration","",""
"","15323","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-08-20","broken","2026-08-20","","test_create_account_only_with_icon","",""
"","15290","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-20","broken","2026-08-20","","test_create_account_no_balance","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"Проверка регистрации через Telegram","18058","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-08-20","broken","2026-08-20","TestWebRegistration","test_registration","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
