"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","184703","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","18027","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"Проверка регистрации через Макс (в новой вкладке)","10838","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","20351","4. Динамическое обновление сумм на карточках счетов без перезагрузки страницы после создания транзакции накопления","tests.accumulation_accounts.transactions","2026-09-15","failed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","9595","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","33231","6. Удаление дебетового счета: отмена транзакции, возврат баланса и очистка аналитики","tests.accumulation_accounts.transactions","2026-09-15","broken","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T232: Проверка регистрации через соц сети","10877","test_wal_t232_registration_via_social_networks[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","17050","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-09-15","skipped","2026-09-15","TestWebRegistration","test_registration","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","12431","test_wal_t301_registration_flow[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","9392","test_wal_t303_empty_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","18404","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T232: Проверка регистрации через соц сети","11515","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","32547","6. Удаление дебетового счета: отмена транзакции, возврат баланса и очистка аналитики","tests.accumulation_accounts.transactions","2026-09-15","broken","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","8422","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-09-15","passed","2026-09-15","","test_create_account_no_balance","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-15","broken","2026-09-15","","test_change_name","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","12945","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","5271","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-09-15","passed","2026-09-15","","test_account_name_too_long","",""
"Проверка регистрации через Яндекс (в новом окне)","10654","test_registration_via_yandex[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","9652","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-09-15","passed","2026-09-15","","test_create_account_max_balance","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-15","broken","2026-09-15","","test_change_name","",""
"","5367","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-09-15","passed","2026-09-15","","test_account_required_fields","",""
"Проверка регистрации через Яндекс (в новом окне)","12446","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-09-15","passed","2026-09-15","TestWebRegistration","test_registration","",""
"","32992","7. Удаление накопительного счета: отмена транзакции, возврат дебетового баланса и очистка аналитики","tests.accumulation_accounts.transactions","2026-09-15","broken","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","184158","3. Сложная фильтрация счетов в поле 'Куда' на вкладке Накопления","tests.accumulation_accounts.transactions","2026-09-15","passed","2026-09-15","TestAccumulationTransfers","test_accumulation_transfers","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"","16288","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-09-15","failed","2026-09-15","","test_empty_accounts","",""
"","16277","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-09-15","failed","2026-09-15","","test_account_empty_state_visual","",""
"","0","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-09-15","broken","2026-09-15","","test_create_account_max_balance","",""
