"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка регистрации через Telegram","10197","test_registration_via_tg[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","13557","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-08-25","skipped","2026-08-25","TestWebRegistration","test_registration","",""
"","14541","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-08-25","passed","2026-08-25","","test_account_required_fields","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","7232","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","10964","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-08-25","failed","2026-08-25","","test_account_empty_state_visual","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11656","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","7295","test_wal_t304_email_without_at_symbol[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","5318","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-08-25","passed","2026-08-25","","test_delete_account","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","8967","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"Проверка регистрации через Яндекс (в новом окне)","10011","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
