"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6495","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-09-16","passed","2026-09-16","","test_change_name","",""
"","5157","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_account_name_too_long","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"","3405","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.accumulation_accounts.transactions","2026-09-16","passed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","32992","6. Удаление дебетового счета: отмена транзакции, возврат баланса и очистка аналитики","tests.accumulation_accounts.transactions","2026-09-16","broken","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","18313","2. Выбор любого счета (дебетового, накопительного, инвест, кредитного) в поле 'Счет списания' после клика на Все счета","tests.accumulation_accounts.transactions","2026-09-16","passed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"","8165","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_delete_account","",""
"","7672","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_delete_account","",""
"","3401","1. Наличие вкладки 'Накопления' и проверка состава формы создания","tests.accumulation_accounts.transactions","2026-09-16","passed","2026-09-16","TestAccumulationTransfers","test_accumulation_transfers","",""
"WAL-T232: Проверка регистрации через соц сети","9116","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","8648","test_wal_t303_empty_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"Проверка регистрации через Макс (в новой вкладке)","9920","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-09-16","passed","2026-09-16","TestWebRegistration","test_registration","",""
"","11928","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-09-16","passed","2026-09-16","","test_create_account_only_with_icon","",""
