"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","8468","test_wal_t303_empty_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T148: Начальная страница регистрации","7223","test_wal_t148_initial_registration_page[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T442: Регистрация через уже использованную почту","15861","test_wal_t442_already_used_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","skipped","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","11125","test_wal_t302_email_with_leading_space[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T232: Проверка регистрации через соц сети","11899","test_wal_t232_registration_via_social_networks[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_account_empty_state_visual","",""
"WAL-T232: Проверка регистрации через соц сети","9619","test_wal_t232_registration_via_social_networks[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-08-25","broken","2026-08-25","","test_change_name","",""
"Проверка регистрации через Яндекс (в новом окне)","10435","test_registration_via_yandex[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T302: Регистрация через почту: ввод адреса почты с пробелом спереди","7543","test_wal_t302_email_with_leading_space[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","8832","test_wal_t305_cyrillic_email[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"WAL-T148: Начальная страница регистрации","23051","test_wal_t148_initial_registration_page[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Успешное создание счёта без ввода начального баланса","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_create_account_no_balance","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11112","test_wal_t301_registration_flow[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","36432","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_create_account_max_balance","",""
"","0","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_account_name_too_long","",""
"WAL-T305: Регистрация через почту: ввод адреса почты, один знак - кириллица","7071","test_wal_t305_cyrillic_email[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","22018","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_create_account_max_balance","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_delete_account","",""
"Проверка регистрации через Макс (в новой вкладке)","7664","test_registration_via_max[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","36735","Проверка валидации: слишком длинное название счёта (>100 символов)","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_account_name_too_long","",""
"WAL-T301: Регистрация через почту (Позитивный сценарий)","11383","test_wal_t301_registration_flow[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","39392","test_required_fields_validation_on_account_creation[https://profinansy.ru]","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_account_required_fields","",""
"","34761","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_create_account_only_with_icon","",""
"","0","Успешное удаление дебетового счёта через двухэтапное подтверждение","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_delete_account","",""
"","22786","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts.creation","2026-07-20","failed","2026-07-20","","test_account_empty_state_visual","",""
"WAL-T442: Регистрация через уже использованную почту","30974","test_wal_t442_already_used_email[https://profinansy.ru]","tests.auth","2026-08-25","skipped","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Изменение названия дебетового счета по клику на 3 точки","tests.debit_accounts.modification","2026-07-20","broken","2026-07-20","","test_change_name","",""
"","22402","Проверка вёрстки пустого состояния страницы счетов по скриншоту-эталону","tests.debit_accounts","2026-06-29","passed","2026-06-29","","test_account_empty_state_visual","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","9096","test_wal_t304_email_without_at_symbol[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","31341","test_user_can_navigate_to_debit_accounts_and_see_empty_state[https://profinansy.ru]","tests.debit_accounts.creation","2026-07-20","broken","2026-07-20","","test_empty_accounts","",""
"","21372","test_user_can_login_successfully[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","","test_login","",""
"","0","Успешное создание счёта с максимальным балансом и стандартной иконкой","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_create_account_max_balance","",""
"","0","test_user_can_navigate_to_debit_accounts_and_see_empty_state","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_empty_accounts","",""
"WAL-T303: Регистрация через почту: ничего не вводить в строку для ввода почты","7653","test_wal_t303_empty_email[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"Проверка регистрации через Макс (в новой вкладке)","9440","test_registration_via_max[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","0","Проверка валидации обязательных полей (звёздочки и сообщения об ошибках)","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_account_required_fields","",""
"Проверка регистрации через Яндекс (в новом окне)","11159","test_registration_via_yandex[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","10776","test_registration_via_tg[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"Проверка регистрации через Telegram","10999","test_registration_via_tg[https://profinansy.ru]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
"","10912","test_user_can_login_successfully[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","","test_login","",""
"","0","Успешное создание счёта с кастомной банковской иконкой в USD и начальным балансом","tests.debit_accounts.creation","2026-08-25","broken","2026-08-25","","test_create_account_only_with_icon","",""
"WAL-T304: Регистрация через почту: ввод адреса почты без @","8163","test_wal_t304_email_without_at_symbol[https://frontend.qa.profinansy.dev]","tests.auth","2026-08-25","passed","2026-08-25","TestWebRegistration","test_registration","",""
